receipt_id,room_no,room_member_id,receipt_type,input_method,image_url,image_hash,ocr_status,store_name,total_amount,amount,receipt_issued_at,address,center_lat,center_lng,split_group_id,good_price_store_id,good_price_store_name,good_price_store_address,good_price_matched,good_price_verified_at,confirmed,created_at,updated_at
704911,85,300319,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704911.jpg,f2c8e5ffc5fad187bec0e22f6b95bd85762ba8c74c6a0fb9a53e5d0a9507a493,SUCCESS,해운대짜장,8000,8000,2025-03-08 22:48:02,부산 해운대구 좌동로 8,35.1705437,129.1803202,,GP_BUSAN_CN_001,해운대짜장,부산 해운대구 좌동로 8,1,2025-03-08 23:27:02,0,2025-03-08 22:49:02,2025-03-08 23:06:02
704912,564,302203,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704912.jpg,eb8b9a9f07a5c238e974266c27ca2fb90b885596e440d2c9a4ff342dca3f4e8b,SUCCESS,맛있는 김치찌개,10400,10400,2024-10-19 02:32:27,대구 중구 샘플로 43,35.8679661,128.5948957,,,,,0,,0,2024-10-19 02:44:27,2024-10-19 03:39:27
704913,529,302077,COMBINED,MANUAL,,,MANUAL,피자팩토리,18100,18100,2024-10-29 02:56:38,부산 해운대구 샘플로 81,35.1669021,129.1684028,,,,,0,,1,2024-10-29 02:58:38,2024-10-29 03:04:38
704914,164,300628,COMBINED,MANUAL,,,MANUAL,붕어빵포차,16600,16600,2025-03-09 20:16:12,경기 수원시 팔달구 샘플로 96,37.2874696,127.0108738,,,,,0,,1,2025-03-09 20:35:12,2025-03-09 20:46:12
704915,443,301735,COMBINED,MANUAL,,,MANUAL,성동곰탕,10100,10100,2024-05-01 18:39:05,서울 성동구 왕십리로 30,37.5636814,127.0365699,,GP_SEONGDONG_KR_001,성동곰탕,서울 성동구 왕십리로 30,1,2024-05-01 20:15:05,1,2024-05-01 18:58:05,2024-05-01 19:38:05
704916,285,301112,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704916.jpg,a0c7fe42ba29ae3700d362c0aa2e6851a928e1b125b3ade58a71e77b2610573e,SUCCESS,대구탕수육,12200,12200,2025-10-08 15:33:46,대구 중구 달구벌대로 33,35.870176,128.5935893,,GP_DAEGU_CN_001,대구탕수육,대구 중구 달구벌대로 33,1,2025-10-08 16:05:46,0,2025-10-08 15:36:46,2025-10-08 16:11:46
704917,118,300442,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704917.jpg,9dbf75f5286dc9f5e7d3e801f7f27b40dedfa68a14eff691753d4d28fd96bd2f,SUCCESS,광주돈까스,8900,8900,2024-01-25 10:19:24,광주 서구 풍암동 22,35.1473498,126.8480543,,GP_GWANGJU_WS_001,광주돈까스,광주 서구 풍암동 22,1,2024-01-25 10:33:24,0,2024-01-25 10:25:24,2024-01-25 10:42:24
704918,117,300435,COMBINED,MANUAL,,,MANUAL,돈부리하우스,25600,25600,2024-12-16 11:01:50,서울 성동구 샘플로 40,37.5609396,127.0369827,,,,,0,,1,2024-12-16 11:02:50,2024-12-16 11:35:50
704919,201,300767,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704919.jpg,3498d69400778d0b09cb4eb3bed879e2b226fb749d92d35529007ce25362ff3b,SUCCESS,강남스시바,10400,10400,2025-05-02 05:13:36,서울 강남구 선릉로 88,37.5044936,127.0488616,,GP_GANGNAM_JP_001,강남스시바,서울 강남구 선릉로 88,1,2025-05-02 06:35:36,0,2025-05-02 05:18:36,2025-05-02 06:15:36
704920,595,302323,COMBINED,MANUAL,,,MANUAL,닭꼬치골목,10500,10500,2024-05-09 08:05:04,경기 안양시 만안구 샘플로 21,37.3977207,126.9521264,,,,,0,,1,2024-05-09 08:21:04,2024-05-09 08:22:04
704921,2,300005,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704921.jpg,189fa583b263af5c3c2344450ee7412e12f3ad3448739c9bfd2a96bbd6b4e289,SUCCESS,붕어빵포차,11000,11000,2024-08-07 04:14:58,광주 서구 샘플로 9,35.1534398,126.856672,,,,,0,,0,2024-08-07 04:37:58,2024-08-07 05:04:58
704922,88,300328,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704922.jpg,ca0e49732b28706733ad2e0b14db1b901e33aa43c6b2db4ac715374741b361b7,SUCCESS,스시히로,11300,11300,2026-01-31 22:07:46,서울 성동구 샘플로 24,37.5625624,127.0387033,,,,,0,,0,2026-01-31 22:09:46,2026-01-31 22:20:46
704923,155,300596,COMBINED,MANUAL,,,MANUAL,김밥나라,13400,13400,2025-01-21 09:30:18,대전 서구 샘플로 71,36.3455656,127.3815648,,,,,0,,1,2025-01-21 09:33:18,2025-01-21 09:35:18
704924,192,300732,COMBINED,MANUAL,,,MANUAL,분식왕,18800,18800,2025-05-27 02:23:25,대전 서구 샘플로 31,36.3517732,127.3878723,,,,,0,,1,2025-05-27 02:49:25,2025-05-27 03:47:25
704925,262,301012,COMBINED,MANUAL,,,MANUAL,광주우동,8500,8500,2025-02-15 23:55:23,광주 서구 상무민주로 14,35.1511882,126.8504596,,GP_GWANGJU_JP_001,광주우동,광주 서구 상무민주로 14,1,2025-02-16 01:06:23,1,2025-02-16 00:21:23,2025-02-16 01:14:23
704926,237,300911,COMBINED,MANUAL,,,MANUAL,팔달순대,8000,8000,2024-12-07 22:15:06,경기 수원시 팔달구 향교로 5,37.2810583,127.0188596,,GP_SUWON_KR_002,팔달순대,경기 수원시 팔달구 향교로 5,1,2024-12-07 22:34:06,1,2024-12-07 22:34:06,2024-12-07 23:03:06
704927,216,300832,COMBINED,MANUAL,,,MANUAL,사천마라탕,26800,26800,2024-09-18 17:20:37,대전 서구 샘플로 95,36.3493912,127.3884654,,,,,0,,1,2024-09-18 17:30:37,2024-09-18 17:39:37
704928,8,300026,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704928.jpg,3c18865bfbee805d9f672db0f5de0fe4b715218163d69b8a434a455c402c30b8,FAILED,와플카페,27000,27000,2024-10-27 21:00:55,광주 서구 샘플로 5,35.1492057,126.8521674,,,,,0,,0,2024-10-27 21:27:55,2024-10-27 22:10:55
704929,543,302123,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704929.jpg,48c0c11e0b293398d0b34ecc48aecb7434caa728bc01b67584ca6fa7c5fbb1e4,SUCCESS,홍콩반점,29800,29800,2024-02-02 05:48:25,경기 안양시 만안구 샘플로 40,37.3911823,126.9499347,,,,,0,,0,2024-02-02 06:00:25,2024-02-02 06:15:25
704930,126,300479,COMBINED,MANUAL,,,MANUAL,대전라멘,8100,8100,2024-12-05 17:09:48,대전 서구 한밭대로 30,36.3515903,127.3857173,,GP_DAEJEON_JP_001,대전라멘,대전 서구 한밭대로 30,1,2024-12-05 17:54:48,1,2024-12-05 17:30:48,2024-12-05 18:11:48
704931,175,300664,COMBINED,MANUAL,,,MANUAL,강남브런치,8200,8200,2024-10-07 23:31:33,서울 강남구 논현로 56,37.5120288,127.0283186,,GP_GANGNAM_WS_001,강남브런치,서울 강남구 논현로 56,1,2024-10-08 00:48:33,1,2024-10-07 23:40:33,2024-10-07 23:56:33
704932,621,302427,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704932.jpg,53d4b9c2d5826952eeec1346cb2d2a84f60e9abec1b0e32a69109ad07b94b0f0,SUCCESS,브런치카페,10500,10500,2025-01-31 01:00:21,대전 서구 샘플로 44,36.3507543,127.3819339,,,,,0,,0,2025-01-31 01:15:21,2025-01-31 01:21:21
704933,610,302383,COMBINED,MANUAL,,,MANUAL,대전라멘,8200,8200,2025-03-02 05:51:46,대전 서구 한밭대로 30,36.3516488,127.3856774,,GP_DAEJEON_JP_001,대전라멘,대전 서구 한밭대로 30,1,2025-03-02 07:04:46,1,2025-03-02 06:13:46,2025-03-02 07:05:46
704934,508,301990,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704934.jpg,346503be277c3769c29d676b437f7af280526f970984c1bf00c1381e145cc0d7,SUCCESS,뚝배기청국장,8800,8800,2024-02-26 02:20:42,경기 안양시 만안구 샘플로 48,37.397239,126.9500691,,,,,0,,0,2024-02-26 02:28:42,2024-02-26 03:28:42
704935,483,301888,COMBINED,MANUAL,,,MANUAL,맛있는 김치찌개,23500,23500,2024-02-06 20:50:57,대전 서구 샘플로 78,36.353331,127.3810115,,,,,0,,1,2024-02-06 21:16:57,2024-02-06 22:09:57
704936,583,302271,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704936.jpg,f6b6f53cf67c6ee5c977c879839ddfc55e64344b7a64835f55fc73a948dd4455,SUCCESS,된장찌개마을,20700,20700,2025-09-25 09:55:20,부산 해운대구 샘플로 90,35.163698,129.1593886,,,,,0,,0,2025-09-25 10:20:20,2025-09-25 10:38:20
704937,76,300279,COMBINED,MANUAL,,,MANUAL,홍콩반점,16900,16900,2024-12-20 22:55:58,대구 중구 샘플로 44,35.8727232,128.6000384,,,,,0,,1,2024-12-20 23:15:58,2024-12-20 23:22:58
704938,614,302401,COMBINED,MANUAL,,,MANUAL,김밥나라,10200,10200,2024-11-08 00:14:25,서울 종로구 샘플로 9,37.570804,126.9839511,,,,,0,,1,2024-11-08 00:41:25,2024-11-08 01:17:25
704939,118,300440,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704939.jpg,398db4e2c85a03177629facbef8580008225a198010660207db0b3c338f62856,SUCCESS,로마파스타,22600,22600,2024-02-02 17:03:38,광주 서구 샘플로 53,35.154303,126.8492141,,,,,0,,0,2024-02-02 17:12:38,2024-02-02 18:02:38
704940,224,300865,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704940.jpg,976325be9610529cc591d02ff8f538b72bba8c6d239ed85a6b8c0d36a63c05cb,SUCCESS,황금루,11200,11200,2024-10-05 13:54:20,서울 마포구 샘플로 4,37.5520237,126.9549754,,,,,0,,0,2024-10-05 14:17:20,2024-10-05 15:15:20
704941,362,301412,COMBINED,MANUAL,,,MANUAL,사천마라탕,19900,19900,2024-01-20 12:20:26,대전 서구 샘플로 86,36.3481324,127.3815849,,,,,0,,1,2024-01-20 12:38:26,2024-01-20 13:19:26
704942,370,301444,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704942.jpg,9114c04d017feffec9a0dd67b602c5d814e8bcc80ec353f360e4e21dab7d35a3,SUCCESS,대구막창,9600,9600,2025-06-17 02:08:40,대구 중구 동성로 5,35.8689927,128.5954894,,GP_DAEGU_KR_002,대구막창,대구 중구 동성로 5,1,2025-06-17 02:53:40,0,2025-06-17 02:15:40,2025-06-17 02:29:40
704943,225,300870,COMBINED,MANUAL,,,MANUAL,타코야키,10000,10000,2026-01-31 11:43:57,서울 마포구 샘플로 61,37.5448513,126.9573875,,,,,0,,1,2026-01-31 11:47:57,2026-01-31 12:13:57
704944,162,300620,COMBINED,MANUAL,,,MANUAL,맛있는 김치찌개,12300,12300,2025-06-06 21:44:06,경기 안양시 만안구 샘플로 35,37.3943204,126.9501877,,,,,0,,1,2025-06-06 21:52:06,2025-06-06 22:51:06
704945,477,301863,COMBINED,MANUAL,,,MANUAL,브런치카페,29000,29000,2025-12-19 23:44:41,대전 서구 샘플로 77,36.3489938,127.3816796,,,,,0,,1,2025-12-20 00:08:41,2025-12-20 00:47:41
704946,167,300638,COMBINED,MANUAL,,,MANUAL,대구막창,10900,10900,2024-11-18 14:07:55,대구 중구 동성로 5,35.8694029,128.5964824,,GP_DAEGU_KR_002,대구막창,대구 중구 동성로 5,1,2024-11-18 15:45:55,1,2024-11-18 14:08:55,2024-11-18 15:03:55
704947,273,301058,COMBINED,MANUAL,,,MANUAL,진짜국밥,8800,8800,2024-04-10 00:30:58,경기 수원시 팔달구 샘플로 66,37.2803949,127.0127677,,,,,0,,1,2024-04-10 00:44:58,2024-04-10 01:09:58
704948,407,301607,COMBINED,MANUAL,,,MANUAL,이탈리안키친,23000,23000,2024-03-21 13:05:33,경기 수원시 팔달구 샘플로 70,37.2798804,127.0172856,,,,,0,,1,2024-03-21 13:06:33,2024-03-21 14:01:33
704949,180,300682,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704949.jpg,c9f27dd7ac5a8c28062d8b400856c5c0ea7ec9af703603ccc729103fd8826d12,SUCCESS,홍콩반점,20600,20600,2024-11-21 20:03:16,광주 서구 샘플로 55,35.1515476,126.855703,,,,,0,,0,2024-11-21 20:22:16,2024-11-21 20:56:16
704950,169,300642,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704950.jpg,73ad0c3b55166ee01e4d7176bd3592353b22f236fe39c8f563670c53bcb11920,FAILED,해운대짜장,8000,8000,2024-11-24 00:46:36,부산 해운대구 좌동로 8,35.1701631,129.1817685,,GP_BUSAN_CN_001,해운대짜장,부산 해운대구 좌동로 8,1,2024-11-24 01:27:36,0,2024-11-24 01:00:36,2024-11-24 01:42:36
704951,442,301734,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704951.jpg,b5247401bc2cb2a868175ffd02d6c39ef1d22c1071b08448037a829d5ee1fa14,SUCCESS,팬더짜장,15800,15800,2025-02-10 10:29:36,부산 해운대구 샘플로 40,35.1655509,129.1592532,,,,,0,,0,2025-02-10 10:52:36,2025-02-10 11:18:36
704952,506,301982,COMBINED,MANUAL,,,MANUAL,수원피자,8000,8000,2025-08-30 10:23:49,경기 수원시 팔달구 팔달문로 3,37.2826629,127.0151279,,GP_SUWON_WS_001,수원피자,경기 수원시 팔달구 팔달문로 3,1,2025-08-30 11:01:49,1,2025-08-30 10:35:49,2025-08-30 10:37:49
704953,187,300709,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704953.jpg,e1194276a19eff2fe6aa40490cf84df236e4907168136b8236c945b194545d52,SUCCESS,해운대초밥,11900,11900,2025-02-24 23:10:40,부산 해운대구 해운대해변로 100,35.1585153,129.1610967,,GP_BUSAN_JP_001,해운대초밥,부산 해운대구 해운대해변로 100,1,2025-02-25 00:44:40,0,2025-02-24 23:27:40,2025-02-24 23:47:40
704954,189,300719,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704954.jpg,80737c9f495f4ff4a29c03b206ed13752497e110334d456eec20bb4069b5b1c4,FAILED,호떡집,16900,16900,2024-07-15 07:00:34,서울 강남구 샘플로 14,37.4994762,127.0325973,,,,,0,,0,2024-07-15 07:05:34,2024-07-15 08:00:34
704955,179,300680,COMBINED,MANUAL,,,MANUAL,차이나드래곤,11700,11700,2024-09-26 00:47:51,대전 서구 샘플로 46,36.3499338,127.3856043,,,,,0,,1,2024-09-26 00:48:51,2024-09-26 01:40:51
704956,657,302579,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704956.jpg,b6f252fb434083e24bd8119bc1fd75a24433cdd4aa09568049ed624ea254edc9,SUCCESS,김밥나라,13600,13600,2024-11-23 06:00:03,서울 종로구 샘플로 32,37.5740817,126.9781699,,,,,0,,0,2024-11-23 06:09:03,2024-11-23 06:38:03
704957,262,301013,COMBINED,MANUAL,,,MANUAL,우동마루,14300,14300,2025-02-27 23:53:57,광주 서구 샘플로 26,35.1498667,126.8548612,,,,,0,,1,2025-02-28 00:17:57,2025-02-28 01:15:57
704958,659,302590,COMBINED,MANUAL,,,MANUAL,대구라멘,8500,8500,2024-08-14 14:02:00,대구 중구 서성로 12,35.8729322,128.5916955,,GP_DAEGU_JP_001,대구라멘,대구 중구 서성로 12,1,2024-08-14 14:38:00,1,2024-08-14 14:13:00,2024-08-14 14:45:00
704959,255,300983,COMBINED,MANUAL,,,MANUAL,이탈리안키친,9000,9000,2024-06-28 22:58:33,대구 중구 샘플로 20,35.8702114,128.5950503,,,,,0,,1,2024-06-28 23:00:33,2024-06-28 23:14:33
704960,292,301140,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704960.jpg,78b15cdffc4732eb8fe36f8b533a0a0823a7de274fd064ff1be3df17dd974f33,SUCCESS,로마파스타,19700,19700,2025-01-08 13:44:57,서울 강남구 샘플로 12,37.4992342,127.0306745,,,,,0,,0,2025-01-08 13:56:57,2025-01-08 14:11:57
704961,4,300012,COMBINED,MANUAL,,,MANUAL,해운대짜장,8000,8000,2024-11-05 17:10:51,부산 해운대구 좌동로 8,35.1704676,129.1805841,,GP_BUSAN_CN_001,해운대짜장,부산 해운대구 좌동로 8,1,2024-11-05 17:58:51,1,2024-11-05 17:15:51,2024-11-05 17:52:51
704962,396,301562,COMBINED,MANUAL,,,MANUAL,뚝배기청국장,23900,23900,2024-03-11 04:47:44,부산 해운대구 샘플로 89,35.1584722,129.1611071,,,,,0,,1,2024-03-11 05:14:44,2024-03-11 05:40:44
704963,656,302574,COMBINED,MANUAL,,,MANUAL,돈부리하우스,20800,20800,2025-06-10 13:35:43,서울 마포구 샘플로 42,37.5452601,126.9577055,,,,,0,,1,2025-06-10 14:00:43,2025-06-10 14:59:43
704964,270,301048,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704964.jpg,a07a3e291db99eb41e5d2ec284e28354781eab493940af2a7ce12b418939944e,SUCCESS,붕어빵포차,18000,18000,2024-11-17 20:51:02,대구 중구 샘플로 8,35.8756415,128.5948701,,,,,0,,0,2024-11-17 20:56:02,2024-11-17 21:05:02
704965,592,302307,COMBINED,MANUAL,,,MANUAL,종로파스타,10100,10100,2024-07-23 22:33:44,서울 종로구 율곡로 20,37.5754529,126.9901098,,GP_JONGNO_WS_001,종로파스타,서울 종로구 율곡로 20,1,2024-07-23 23:30:44,1,2024-07-23 23:03:44,2024-07-24 00:01:44
704966,104,300383,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704966.jpg,25adfed1c288dc2d1e258da209ee3851c89ba1d6ebb9787ca50363082f68d831,SUCCESS,한솥도시락,28600,28600,2024-06-03 16:31:08,대구 중구 샘플로 78,35.866977,128.6005364,,,,,0,,0,2024-06-03 16:49:08,2024-06-03 17:39:08
704967,446,301747,COMBINED,MANUAL,,,MANUAL,팬더짜장,19300,19300,2026-05-18 19:28:13,경기 수원시 팔달구 샘플로 49,37.2848753,127.013739,,,,,0,,1,2026-05-18 19:37:13,2026-05-18 20:01:13
704968,479,301873,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704968.jpg,a1075a5c432b73ccbf2072728786aac6075d5dae12d770ef62664e00820b5262,SUCCESS,진짜국밥,20400,20400,2025-05-19 12:04:45,경기 안양시 만안구 샘플로 97,37.3894728,126.9545361,,,,,0,,0,2025-05-19 12:16:45,2025-05-19 12:43:45
704969,628,302453,COMBINED,MANUAL,,,MANUAL,해운대돼지국밥,8300,8300,2025-07-23 07:26:46,부산 해운대구 중동1로 5,35.1599872,129.1606207,,GP_BUSAN_KR_002,해운대돼지국밥,부산 해운대구 중동1로 5,1,2025-07-23 07:57:46,1,2025-07-23 07:27:46,2025-07-23 08:07:46
704970,24,300083,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704970.jpg,f88e2ef9f4f22772fdb4bb992df8a0c8b0df326af3b9152d73ec3c7a57d80170,FAILED,진짜국밥,18500,18500,2024-03-13 04:11:22,서울 종로구 샘플로 4,37.5692247,126.9761406,,,,,0,,0,2024-03-13 04:35:22,2024-03-13 04:41:22
704971,305,301187,COMBINED,MANUAL,,,MANUAL,덴동집,10700,10700,2024-06-29 16:21:09,부산 해운대구 샘플로 15,35.1632207,129.1606101,,,,,0,,1,2024-06-29 16:41:09,2024-06-29 17:16:09
704972,246,300946,COMBINED,MANUAL,,,MANUAL,토스트천국,11100,11100,2025-05-06 18:30:26,서울 성동구 샘플로 50,37.5636302,127.0381751,,,,,0,,1,2025-05-06 18:37:26,2025-05-06 18:39:26
704973,514,302013,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704973.jpg,3f3f6b6bb5a0f20d1511eee6c5e8fef7c630e542142f1deacbcfe96c9e928561,FAILED,로마파스타,11700,11700,2024-03-03 07:40:10,대전 서구 샘플로 47,36.3528408,127.3881933,,,,,0,,0,2024-03-03 07:49:10,2024-03-03 08:25:10
704974,329,301281,COMBINED,MANUAL,,,MANUAL,덴동집,24200,24200,2024-07-21 23:12:47,서울 강남구 샘플로 41,37.4990837,127.0260057,,,,,0,,1,2024-07-21 23:40:47,2024-07-21 23:55:47
704975,108,300399,COMBINED,MANUAL,,,MANUAL,성동중화요리,8000,8000,2024-11-29 17:45:19,서울 성동구 고산자로 22,37.5627798,127.0394706,,GP_SEONGDONG_CN_001,성동중화요리,서울 성동구 고산자로 22,1,2024-11-29 19:04:19,1,2024-11-29 17:59:19,2024-11-29 18:58:19
704976,525,302063,COMBINED,MANUAL,,,MANUAL,브런치카페,24500,24500,2024-03-11 18:38:45,서울 마포구 샘플로 39,37.5494033,126.9573847,,,,,0,,1,2024-03-11 19:03:45,2024-03-11 19:28:45
704977,158,300607,COMBINED,MANUAL,,,MANUAL,크림파스타하우스,24700,24700,2025-04-11 12:42:40,서울 성동구 샘플로 64,37.562517,127.0337211,,,,,0,,1,2025-04-11 13:08:40,2025-04-11 14:04:40
704978,498,301944,COMBINED,MANUAL,,,MANUAL,스시히로,26300,26300,2025-01-11 19:08:37,서울 성동구 샘플로 44,37.5673792,127.0338208,,,,,0,,1,2025-01-11 19:19:37,2025-01-11 19:41:37
704979,296,301154,COMBINED,GALLERY,https://storage.beggar.dev/receipts/704979.jpg,cb6e3ee04ebfff143d0fd107945ded4469a020a9981c73e7271ac1969e06bffd,SUCCESS,부대찌개집,9000,9000,2024-11-20 08:45:27,경기 수원시 팔달구 샘플로 45,37.2885899,127.0166306,,,,,0,,0,2024-11-20 08:57:27,2024-11-20 08:57:27
704980,261,301010,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704980.jpg,52507a2dbba3358887353097aabb7ddfbec56b8b7394db91aec4dcef98e9c0b9,SUCCESS,된장찌개마을,15800,15800,2025-01-30 22:44:46,서울 성동구 샘플로 7,37.5641838,127.0408984,,,,,0,,0,2025-01-30 23:08:46,2025-01-30 23:40:46
704981,539,302110,COMBINED,MANUAL,,,MANUAL,강남설렁탕,10200,10200,2024-09-03 10:05:15,서울 강남구 역삼로 34,37.4988808,127.0293058,,GP_GANGNAM_KR_002,강남설렁탕,서울 강남구 역삼로 34,1,2024-09-03 10:50:15,1,2024-09-03 10:15:15,2024-09-03 10:16:15
704982,182,300693,COMBINED,MANUAL,,,MANUAL,분식왕,23300,23300,2024-02-19 11:37:05,서울 종로구 샘플로 5,37.5708081,126.9766492,,,,,0,,1,2024-02-19 11:38:05,2024-02-19 11:53:05
704983,106,300391,COMBINED,MANUAL,,,MANUAL,수원짬뽕,8400,8400,2024-06-05 08:23:48,경기 수원시 팔달구 창룡대로 9,37.2847779,127.0197892,,GP_SUWON_CN_001,수원짬뽕,경기 수원시 팔달구 창룡대로 9,1,2024-06-05 08:57:48,1,2024-06-05 08:32:48,2024-06-05 08:54:48
704984,314,301213,COMBINED,MANUAL,,,MANUAL,삼겹살구이,11500,11500,2024-06-01 05:59:55,경기 안양시 만안구 샘플로 49,37.392399,126.9459429,,,,,0,,1,2024-06-01 06:19:55,2024-06-01 06:46:55
704985,56,300201,COMBINED,MANUAL,,,MANUAL,사천마라탕,19800,19800,2024-01-31 00:30:01,서울 마포구 샘플로 44,37.5486499,126.9507095,,,,,0,,1,2024-01-31 00:41:01,2024-01-31 01:12:01
704986,197,300753,COMBINED,CAMERA,https://storage.beggar.dev/receipts/704986.jpg,67b268cee390b52d441b11c76797390dd8d90e2291bcf8103c84ff498f377bde,SUCCESS,대전소울푸드,8000,8000,2024-03-29 00:54:16,대전 서구 둔산로 10,36.3507961,127.3848722,,GP_DAEJEON_KR_001,대전소울푸드,대전 서구 둔산로 10,1,2024-03-29 02:35:16,0,2024-03-29 01:20:16,2024-03-29 01:34:16
704987,128,300485,COMBINED,MANUAL,,,MANUAL,덴동집,10600,10600,2024-06-27 06:38:02,서울 종로구 샘플로 4,37.5766683,126.9835546,,,,,0,,1,2024-06-27 06:40:02,2024-06-27 06:53:02
704988,457,301789,COMBINED,MANUAL,,,MANUAL,베이징덕,11800,11800,2024-08-25 17:57:35,경기 안양시 만안구 샘플로 58,37.3962131,126.9502198,,,,,0,,1,2024-08-25 18:15:35,2024-08-25 18:53:35
704989,12,300041,COMBINED,MANUAL,,,MANUAL,라멘야,15200,15200,2025-12-31 11:29:31,경기 안양시 만안구 샘플로 56,37.3975284,126.9540814,,,,,0,,1,2025-12-31 11:43:31,2025-12-31 12:15:31
704990,34,300120,COMBINED,MANUAL,,,MANUAL,로마파스타,10700,10700,2025-10-09 16:54:41,경기 안양시 만안구 샘플로 78,37.3942038,126.9525849,,,,,0,,1,2025-10-09 17:01:41,2025-10-09 17:15:41
704991,111,300415,COMBINED,MANUAL,,,MANUAL,안양짜장,8000,8000,2024-05-16 14:36:58,경기 안양시 만안구 박달로 8,37.3889261,126.9530333,,GP_ANYANG_CN_001,안양짜장,경기 안양시 만안구 박달로 8,1,2024-05-16 15:52:58,1,2024-05-16 14:48:58,2024-05-16 15:07:58
704992,272,301054,COMBINED,MANUAL,,,MANUAL,돈부리하우스,21000,21000,2024-04-25 20:46:43,서울 종로구 샘플로 23,37.5751581,126.9829736,,,,,0,,1,2024-04-25 20:54:43,2024-04-25 21:26:43
704993,530,302078,COMBINED,MANUAL,,,MANUAL,종로라멘,10200,10200,2025-03-24 09:16:50,서울 종로구 삼일대로 33,37.5705626,126.9818264,,GP_JONGNO_JP_001,종로라멘,서울 종로구 삼일대로 33,1,2025-03-24 11:16:50,1,2025-03-24 09:43:50,2025-03-24 10:41:50
704994,19,300065,COMBINED,MANUAL,,,MANUAL,종로라멘,10600,10600,2024-06-08 22:13:33,서울 종로구 삼일대로 33,37.5702714,126.9823128,,GP_JONGNO_JP_001,종로라멘,서울 종로구 삼일대로 33,1,2024-06-09 00:13:33,1,2024-06-08 22:19:33,2024-06-08 23:12:33
704995,409,301612,COMBINED,MANUAL,,,MANUAL,토스트천국,18900,18900,2025-03-02 17:27:55,경기 수원시 팔달구 샘플로 13,37.2825347,127.0110932,,,,,0,,1,2025-03-02 17:43:55,2025-03-02 17:57:55
704996,95,300348,COMBINED,MANUAL,,,MANUAL,종로분식,8000,8000,2025-11-30 17:56:17,서울 종로구 창경궁로 5,37.5725917,126.9804532,,GP_JONGNO_ETC_001,종로분식,서울 종로구 창경궁로 5,1,2025-11-30 19:09:17,1,2025-11-30 18:26:17,2025-11-30 19:21:17
704997,489,301908,COMBINED,MANUAL,,,MANUAL,베이징덕,16400,16400,2025-08-22 18:14:39,서울 성동구 샘플로 23,37.5591027,127.0381168,,,,,0,,1,2025-08-22 18:35:39,2025-08-22 19:24:39
704998,283,301102,COMBINED,MANUAL,,,MANUAL,안양분식,8000,8000,2024-07-26 01:52:12,경기 안양시 만안구 안양천로 3,37.3951853,126.9488879,,GP_ANYANG_ETC_001,안양분식,경기 안양시 만안구 안양천로 3,1,2024-07-26 02:36:12,1,2024-07-26 01:59:12,2024-07-26 02:58:12
704999,144,300551,COMBINED,MANUAL,,,MANUAL,홈그릴,20900,20900,2024-12-22 13:45:40,서울 마포구 샘플로 1,37.5504412,126.9574487,,,,,0,,1,2024-12-22 14:01:40,2024-12-22 14:22:40
705000,237,300914,COMBINED,MANUAL,,,MANUAL,수원갈비,13100,13100,2024-10-25 20:32:49,경기 수원시 팔달구 정조로 12,37.2832958,127.0151147,,GP_SUWON_KR_001,수원갈비,경기 수원시 팔달구 정조로 12,1,2024-10-25 22:30:49,1,2024-10-25 20:44:49,2024-10-25 21:10:49
705001,315,301220,COMBINED,MANUAL,,,MANUAL,붕어빵포차,12800,12800,2026-06-03 18:16:03,경기 안양시 만안구 샘플로 4,37.3974712,126.9450098,,,,,0,,1,2026-06-03 18:36:03,2026-06-03 18:40:03
