budget_id,room_member_id,budget_amount,submitted_at
501270,301371,12000,2026-01-04 04:15:58
501271,301372,16000,2026-01-04 04:38:58
501272,301373,40000,2026-01-04 04:50:04
501273,301374,45000,2026-01-04 05:23:04
501274,301375,40000,2026-01-04 05:03:04
501275,301376,32000,2026-01-04 04:26:04
501276,301377,30000,2026-01-04 05:06:13
501277,301378,37000,2026-01-04 05:30:13
501278,301379,21000,2026-01-04 04:44:13
501279,301380,36000,2026-01-04 04:39:13
501280,301381,12000,2026-01-04 04:38:13
501281,301382,12000,2026-01-04 05:38:46
501282,301383,49000,2026-01-04 05:09:46
501283,301384,42000,2026-01-04 05:12:46
501284,301385,42000,2026-01-04 05:14:46
501285,301386,49000,2026-01-04 05:33:46
501286,301387,39000,2026-01-04 05:12:53
501287,301388,50000,2026-01-04 05:54:53
501288,301389,39000,2026-01-04 05:37:53
501289,301390,47000,2026-01-04 05:26:53
501290,301391,12000,2026-01-04 05:58:53
501291,301392,24000,2026-01-04 05:49:16
501292,301393,13000,2026-01-04 05:13:16
501293,301394,44000,2026-01-04 05:48:16
501294,301395,50000,2026-01-04 06:09:16
501295,301396,44000,2026-01-04 05:54:35
501296,301397,25000,2026-01-04 05:57:35
501297,301398,37000,2026-01-04 05:42:10
501298,301399,11000,2026-01-04 05:37:10
501299,301400,20000,2026-01-04 06:06:10
501300,301401,16000,2026-01-04 06:25:03
501301,301403,17000,2026-01-04 06:24:03
501302,301406,15000,2026-01-04 06:23:52
501303,301407,22000,2026-01-04 06:22:52
501304,301409,14000,2026-01-04 05:48:52
501305,301410,44000,2026-01-04 06:14:52
501306,301411,37000,2026-01-04 06:16:05
501307,301412,23000,2026-01-04 06:08:05
501308,301413,47000,2026-01-04 06:57:05
501309,301414,24000,2026-01-04 07:02:05
501310,301415,12000,2026-01-04 06:25:34
501311,301416,33000,2026-01-04 06:37:34
501312,301417,30000,2026-01-04 06:51:34
501313,301418,48000,2026-01-04 06:32:34
501314,301419,40000,2026-01-04 06:31:34
501315,301420,50000,2026-01-04 06:52:28
501316,301421,28000,2026-01-04 06:21:28
501317,301422,18000,2026-01-04 06:59:28
501318,301423,27000,2026-01-04 06:31:28
501319,301424,11000,2026-01-04 06:30:22
501320,301426,48000,2026-01-04 07:29:22
501321,301427,31000,2026-01-04 06:44:22
501322,301428,27000,2026-01-04 06:46:26
501323,301429,15000,2026-01-04 07:34:26
501324,301430,44000,2026-01-04 07:12:26
501325,301431,12000,2026-01-04 07:24:54
501326,301433,10000,2026-01-04 07:10:10
501327,301434,33000,2026-01-04 07:36:10
501328,301435,45000,2026-01-04 07:54:10
501329,301436,16000,2026-01-04 07:58:43
501330,301437,18000,2026-01-04 07:29:43
501331,301438,42000,2026-01-04 07:32:43
501332,301439,41000,2026-01-04 07:47:35
501333,301440,34000,2026-01-04 07:37:35
501334,301441,35000,2026-01-04 07:47:35
501335,301442,25000,2026-01-04 07:53:35
501336,301443,35000,2026-01-04 07:56:50
501337,301444,46000,2026-01-04 07:31:50
501338,301445,25000,2026-01-04 07:45:50
501339,301446,12000,2026-01-04 08:09:50
501340,301447,27000,2026-01-04 07:29:50
501341,301448,36000,2026-01-04 07:32:06
501342,301449,17000,2026-01-04 08:25:06
501343,301450,43000,2026-01-04 08:21:06
501344,301451,25000,2026-01-04 08:34:31
501345,301452,26000,2026-01-04 07:37:31
501346,301453,13000,2026-01-04 08:48:31
501347,301454,28000,2026-01-04 08:07:43
501348,301455,43000,2026-01-04 08:05:43
501349,301456,24000,2026-01-04 08:34:43
501350,301457,18000,2026-01-04 08:11:58
501351,301458,24000,2026-01-04 08:43:58
501352,301459,27000,2026-01-04 08:45:58
501353,301460,27000,2026-01-04 08:54:58
501354,301461,35000,2026-01-04 08:20:58
501355,301462,45000,2026-01-04 09:07:43
501356,301463,21000,2026-01-04 09:02:43
501357,301464,11000,2026-01-04 08:30:43
501358,301465,29000,2026-01-04 09:05:05
501359,301466,27000,2026-01-04 09:18:05
501360,301467,48000,2026-01-04 09:18:05
501361,301468,49000,2026-01-04 08:43:05
501362,301469,31000,2026-01-04 09:05:05
501363,301470,14000,2026-01-04 08:32:10
501364,301471,12000,2026-01-04 08:52:10
501365,301472,14000,2026-01-04 08:55:10
501366,301473,18000,2026-01-04 08:54:10
501367,301474,36000,2026-01-04 09:01:01
501368,301476,25000,2026-01-04 09:44:01
501369,301477,48000,2026-01-04 09:35:01
501370,301478,20000,2026-01-04 09:45:23
501371,301479,41000,2026-01-04 10:07:23
501372,301480,46000,2026-01-04 09:42:15
501373,301481,32000,2026-01-04 10:13:15
501374,301482,16000,2026-01-04 09:36:15
501375,301483,21000,2026-01-04 09:54:15
501376,301484,28000,2026-01-04 09:39:22
501377,301485,18000,2026-01-04 09:27:22
501378,301486,33000,2026-01-04 09:52:22
501379,301487,34000,2026-01-04 09:31:54
501380,301488,36000,2026-01-04 09:27:54
501381,301489,19000,2026-01-04 09:44:54
501382,301490,20000,2026-01-04 09:59:54
501383,301491,43000,2026-01-04 10:21:54
501384,301492,44000,2026-01-04 10:27:32
501385,301493,21000,2026-01-04 10:18:32
501386,301494,26000,2026-01-04 10:14:32
501387,301495,11000,2026-01-04 10:02:32
501388,301496,18000,2026-01-04 10:01:51
501389,301497,17000,2026-01-04 10:38:51
501390,301498,18000,2026-01-04 09:57:51
501391,301499,18000,2026-01-04 09:58:51
501392,301501,26000,2026-01-04 10:04:13
501393,301502,12000,2026-01-04 10:18:13
501394,301503,15000,2026-01-04 10:49:42
501395,301504,50000,2026-01-04 10:43:42
501396,301505,20000,2026-01-04 10:53:42
501397,301506,11000,2026-01-04 11:19:21
501398,301507,11000,2026-01-04 10:36:21
501399,301508,16000,2026-01-04 10:59:48
501400,301509,13000,2026-01-04 11:17:48
501401,301510,30000,2026-01-04 11:01:41
501402,301511,28000,2026-01-04 11:30:41
501403,301512,46000,2026-01-04 11:29:14
501404,301513,14000,2026-01-04 11:14:14
501405,301514,42000,2026-01-04 11:14:56
501406,301515,10000,2026-01-04 11:29:56
501407,301516,27000,2026-01-04 11:45:14
501408,301517,25000,2026-01-04 11:25:14
501409,301518,30000,2026-01-04 11:26:14
501410,301519,20000,2026-01-04 12:12:14
501411,301520,12000,2026-01-04 11:53:14
501412,301521,45000,2026-01-04 11:54:18
501413,301522,49000,2026-01-04 11:55:18
501414,301523,43000,2026-01-04 11:46:18
501415,301524,26000,2026-01-04 12:21:55
501416,301525,43000,2026-01-04 12:32:55
501417,301526,21000,2026-01-04 11:59:55
501418,301528,25000,2026-01-04 11:43:12
501419,301529,49000,2026-01-04 12:21:12
501420,301530,29000,2026-01-04 12:10:12
501421,301531,33000,2026-01-04 12:26:31
501422,301532,16000,2026-01-04 12:01:31
501423,301534,12000,2026-01-04 12:06:49
501424,301535,33000,2026-01-04 12:28:49
501425,301536,11000,2026-01-04 12:34:49
501426,301537,27000,2026-01-04 12:54:49
501427,301538,43000,2026-01-04 12:44:49
501428,301539,42000,2026-01-04 12:46:30
501429,301540,18000,2026-01-04 12:35:30
501430,301541,31000,2026-01-04 12:19:30
501431,301542,23000,2026-01-04 12:25:48
501432,301544,19000,2026-01-04 13:32:06
501433,301545,39000,2026-01-04 13:08:06
501434,301546,47000,2026-01-04 12:38:18
501435,301547,18000,2026-01-04 12:57:18
501436,301548,14000,2026-01-04 12:42:57
501437,301550,45000,2026-01-04 13:56:46
501438,301551,21000,2026-01-04 12:59:46
501439,301552,47000,2026-01-04 12:52:46
501440,301553,18000,2026-01-04 13:56:46
501441,301554,34000,2026-01-04 13:14:46
501442,301555,36000,2026-01-04 12:59:41
501443,301556,33000,2026-01-04 13:47:41
501444,301557,14000,2026-01-04 13:16:41
501445,301558,43000,2026-01-04 14:03:41
501446,301559,35000,2026-01-04 13:46:01
501447,301560,18000,2026-01-04 14:12:01
501448,301561,48000,2026-01-04 14:00:44
501449,301562,27000,2026-01-04 13:51:44
501450,301563,12000,2026-01-04 14:08:44
501451,301564,12000,2026-01-04 14:42:17
501452,301565,31000,2026-01-04 14:06:17
501453,301566,12000,2026-01-04 14:12:17
501454,301567,22000,2026-01-04 14:32:06
501455,301569,11000,2026-01-04 14:02:06
501456,301570,16000,2026-01-04 14:03:18
501457,301571,32000,2026-01-04 13:59:18
501458,301572,41000,2026-01-04 14:43:05
501459,301573,49000,2026-01-04 14:13:05
501460,301575,43000,2026-01-04 14:59:04
501461,301576,40000,2026-01-04 15:08:04
501462,301577,43000,2026-01-04 14:42:04
501463,301578,13000,2026-01-04 14:25:06
501464,301579,11000,2026-01-04 15:16:06
501465,301580,47000,2026-01-04 15:19:06
501466,301581,26000,2026-01-04 15:17:07
501467,301582,46000,2026-01-04 15:24:07
501468,301584,28000,2026-01-04 15:40:07
501469,301585,33000,2026-01-04 15:38:39
501470,301586,19000,2026-01-04 15:04:39
501471,301587,42000,2026-01-04 15:19:39
501472,301588,22000,2026-01-04 15:14:39
501473,301589,24000,2026-01-04 15:20:39
501474,301590,11000,2026-01-04 15:40:29
501475,301591,39000,2026-01-04 15:37:29
501476,301592,38000,2026-01-04 15:17:29
501477,301593,24000,2026-01-04 15:42:29
501478,301594,48000,2026-01-04 15:30:29
501479,301595,28000,2026-01-04 15:48:46
501480,301596,17000,2026-01-04 15:18:46
501481,301598,27000,2026-01-04 15:24:49
501482,301599,32000,2026-01-04 15:44:49
501483,301600,10000,2026-01-04 15:47:49
501484,301601,19000,2026-01-04 16:16:49
501485,301602,31000,2026-01-04 16:12:49
501486,301603,29000,2026-01-04 16:35:28
501487,301604,11000,2026-01-04 16:10:28
501488,301606,48000,2026-01-04 15:54:28
501489,301607,34000,2026-01-04 16:22:44
501490,301608,49000,2026-01-04 15:53:44
501491,301609,13000,2026-01-04 16:31:52
501492,301610,48000,2026-01-04 16:00:52
501493,301611,50000,2026-01-04 16:24:04
501494,301612,36000,2026-01-04 16:40:04
501495,301613,41000,2026-01-04 16:52:25
501496,301614,13000,2026-01-04 16:46:25
501497,301616,15000,2026-01-04 17:10:28
501498,301617,40000,2026-01-04 16:56:28
501499,301619,26000,2026-01-04 16:37:52
501500,301621,30000,2026-01-04 17:07:52
501501,301622,35000,2026-01-04 16:33:52
501502,301623,16000,2026-01-04 16:52:03
501503,301624,24000,2026-01-04 17:17:03
501504,301625,30000,2026-01-04 16:55:03
501505,301626,34000,2026-01-04 16:44:03
501506,301627,44000,2026-01-04 17:12:03
501507,301628,47000,2026-01-04 17:23:07
501508,301629,42000,2026-01-04 16:47:07
501509,301630,26000,2026-01-04 18:00:10
501510,301631,19000,2026-01-04 17:18:10
501511,301632,20000,2026-01-04 17:13:10
501512,301633,15000,2026-01-04 17:37:10
501513,301634,21000,2026-01-04 17:18:10
501514,301635,48000,2026-01-04 17:39:07
501515,301636,24000,2026-01-04 18:17:07
501516,301637,42000,2026-01-04 17:10:07
501517,301638,11000,2026-01-04 17:30:07
501518,301639,11000,2026-01-04 17:50:07
501519,301640,13000,2026-01-04 17:53:02
501520,301641,35000,2026-01-04 18:07:02
501521,301642,10000,2026-01-04 17:54:02
501522,301643,15000,2026-01-04 17:52:02
501523,301644,32000,2026-01-04 17:46:02
501524,301645,44000,2026-01-04 17:54:47
501525,301647,21000,2026-01-04 17:40:47
501526,301650,44000,2026-01-04 18:30:52
501527,301651,12000,2026-01-04 18:48:52
501528,301652,24000,2026-01-04 18:27:52
501529,301653,48000,2026-01-04 18:06:58
501530,301654,50000,2026-01-04 17:57:58
501531,301655,50000,2026-01-04 18:24:58
501532,301656,12000,2026-01-04 18:44:58
501533,301657,38000,2026-01-04 18:22:44
501534,301658,21000,2026-01-04 18:08:44
501535,301661,37000,2026-01-04 18:57:45
501536,301662,18000,2026-01-04 18:42:45
501537,301663,12000,2026-01-04 19:09:45
501538,301664,10000,2026-01-04 18:37:45
501539,301665,25000,2026-01-04 18:44:45
501540,301666,34000,2026-01-04 18:41:35
501541,301667,46000,2026-01-04 18:22:35
501542,301668,31000,2026-01-04 19:34:01
501543,301669,43000,2026-01-04 19:10:01
501544,301670,32000,2026-01-04 19:12:01
501545,301671,44000,2026-01-04 19:17:43
501546,301672,24000,2026-01-04 19:33:43
501547,301674,21000,2026-01-04 19:20:06
501548,301675,40000,2026-01-04 19:16:06
501549,301677,24000,2026-01-04 19:04:06
501550,301678,16000,2026-01-04 19:01:06
501551,301679,33000,2026-01-04 18:58:51
501552,301681,28000,2026-01-04 20:12:47
501553,301682,50000,2026-01-04 19:44:47
501554,301683,46000,2026-01-04 19:16:47
501555,301685,25000,2026-01-04 19:41:38
501556,301686,23000,2026-01-04 19:42:38
501557,301687,16000,2026-01-04 19:40:38
501558,301688,49000,2026-01-04 19:40:47
501559,301689,43000,2026-01-04 19:49:47
501560,301690,19000,2026-01-04 20:18:16
501561,301691,15000,2026-01-04 19:37:16
501562,301692,49000,2026-01-04 20:11:16
501563,301694,18000,2026-01-04 20:37:16
501564,301695,32000,2026-01-04 20:18:49
501565,301696,45000,2026-01-04 20:37:49
501566,301699,31000,2026-01-04 20:40:11
501567,301700,27000,2026-01-04 20:41:11
501568,301701,33000,2026-01-04 20:49:11
501569,301702,49000,2026-01-04 20:30:11
501570,301703,17000,2026-01-04 20:10:11
501571,301704,12000,2026-01-04 20:26:05
501572,301705,24000,2026-01-04 20:53:05
501573,301706,18000,2026-01-04 20:44:05
501574,301707,17000,2026-01-04 21:13:05
501575,301708,40000,2026-01-04 20:18:48
501576,301709,45000,2026-01-04 21:06:48
501577,301710,34000,2026-01-04 20:59:57
501578,301711,19000,2026-01-04 21:02:57
501579,301713,38000,2026-01-04 21:27:57
501580,301714,20000,2026-01-04 21:05:46
501581,301715,43000,2026-01-04 20:41:46
501582,301716,16000,2026-01-04 21:30:46
501583,301717,22000,2026-01-04 21:08:46
501584,301718,50000,2026-01-04 20:45:46
501585,301719,26000,2026-01-04 21:20:57
501586,301720,32000,2026-01-04 20:51:57
501587,301721,43000,2026-01-04 21:33:57
501588,301722,21000,2026-01-04 21:23:57
501589,301723,33000,2026-01-04 21:34:57
501590,301724,30000,2026-01-04 20:56:49
501591,301725,39000,2026-01-04 21:34:49
501592,301726,16000,2026-01-04 21:34:49
501593,301727,23000,2026-01-04 21:22:44
501594,301728,46000,2026-01-04 21:43:44
501595,301729,11000,2026-01-04 21:42:44
501596,301730,49000,2026-01-04 21:27:44
501597,301731,37000,2026-01-04 21:50:44
501598,301732,45000,2026-01-04 21:32:02
501599,301733,33000,2026-01-04 22:10:02
501600,301734,36000,2026-01-04 21:31:28
501601,301735,41000,2026-01-04 21:53:28
501602,301736,11000,2026-01-04 21:59:28
501603,301737,48000,2026-01-04 22:32:41
501604,301738,21000,2026-01-04 22:02:41
501605,301739,31000,2026-01-04 21:42:41
501606,301740,43000,2026-01-04 22:21:41
501607,301741,30000,2026-01-04 21:56:41
501608,301742,16000,2026-01-04 22:05:06
501609,301743,13000,2026-01-04 22:36:06
501610,301744,26000,2026-01-04 22:25:06
501611,301745,23000,2026-01-04 22:41:34
501612,301746,42000,2026-01-04 22:19:34
501613,301747,13000,2026-01-04 22:49:34
501614,301748,12000,2026-01-04 22:24:34
501615,301749,34000,2026-01-04 22:34:34
501616,301750,20000,2026-01-04 22:36:58
501617,301751,15000,2026-01-04 22:26:58
501618,301752,47000,2026-01-04 22:48:58
501619,301753,22000,2026-01-04 22:35:58
501620,301754,10000,2026-01-04 23:11:38
501621,301755,47000,2026-01-04 22:43:38
501622,301756,35000,2026-01-04 22:13:38
501623,301757,39000,2026-01-04 23:09:57
501624,301758,17000,2026-01-04 22:55:57
501625,301759,18000,2026-01-04 22:40:12
501626,301760,38000,2026-01-04 22:35:12
501627,301761,23000,2026-01-04 23:01:16
501628,301762,31000,2026-01-04 23:01:16
501629,301763,29000,2026-01-04 23:39:16
501630,301764,28000,2026-01-04 23:12:16
501631,301765,45000,2026-01-04 23:44:16
501632,301766,30000,2026-01-04 23:12:41
501633,301767,11000,2026-01-04 23:43:41
501634,301768,33000,2026-01-04 23:35:41
501635,301769,46000,2026-01-04 23:56:21
501636,301770,41000,2026-01-05 00:06:21
501637,301771,22000,2026-01-04 23:41:10
501638,301773,23000,2026-01-05 00:04:10
501639,301774,13000,2026-01-05 00:12:21
501640,301775,24000,2026-01-05 00:06:21
501641,301776,49000,2026-01-04 23:38:21
501642,301777,18000,2026-01-05 00:25:11
501643,301778,16000,2026-01-05 00:15:11
501644,301779,50000,2026-01-05 00:12:11
501645,301780,28000,2026-01-04 23:55:11
501646,301781,33000,2026-01-05 00:10:11
501647,301782,33000,2026-01-05 00:06:40
501648,301783,33000,2026-01-05 00:05:40
501649,301784,26000,2026-01-05 00:13:40
501650,301785,26000,2026-01-05 00:30:40
501651,301786,13000,2026-01-05 00:42:40
501652,301787,36000,2026-01-05 00:46:02
501653,301788,15000,2026-01-05 00:25:02
501654,301789,33000,2026-01-05 00:27:57
501655,301790,16000,2026-01-05 00:44:57
501656,301791,38000,2026-01-05 00:25:00
501657,301792,31000,2026-01-05 00:18:00
501658,301793,22000,2026-01-05 01:16:36
501659,301794,11000,2026-01-05 00:23:36
501660,301795,43000,2026-01-05 01:16:36
501661,301796,48000,2026-01-05 00:45:36
501662,301797,22000,2026-01-05 01:10:14
501663,301798,38000,2026-01-05 01:11:14
501664,301799,25000,2026-01-05 01:45:56
501665,301800,12000,2026-01-05 00:39:56
501666,301802,11000,2026-01-05 01:42:56
501667,301803,47000,2026-01-05 01:21:56
501668,301804,25000,2026-01-05 01:38:11
501669,301805,46000,2026-01-05 02:00:11
501670,301806,27000,2026-01-05 01:44:11
501671,301807,14000,2026-01-05 01:28:11
501672,301808,29000,2026-01-05 01:55:14
501673,301809,35000,2026-01-05 02:15:14
501674,301810,24000,2026-01-05 01:57:14
501675,301811,17000,2026-01-05 02:02:14
501676,301812,19000,2026-01-05 01:22:04
501677,301813,40000,2026-01-05 01:57:04
501678,301814,30000,2026-01-05 01:38:04
501679,301815,47000,2026-01-05 02:00:04
501680,301816,14000,2026-01-05 02:01:52
501681,301817,37000,2026-01-05 02:38:52
501682,301818,39000,2026-01-05 02:34:37
501683,301820,26000,2026-01-05 02:02:08
501684,301821,15000,2026-01-05 02:08:08
501685,301822,11000,2026-01-05 02:46:11
501686,301823,28000,2026-01-05 02:46:11
501687,301824,14000,2026-01-05 02:47:11
501688,301826,32000,2026-01-05 02:33:11
501689,301827,21000,2026-01-05 02:16:38
501690,301828,36000,2026-01-05 02:27:38
501691,301829,21000,2026-01-05 03:15:38
501692,301830,48000,2026-01-05 02:30:38
501693,301831,20000,2026-01-05 02:30:38
501694,301832,42000,2026-01-05 02:32:11
501695,301833,40000,2026-01-05 03:06:11
501696,301834,32000,2026-01-05 02:38:11
501697,301835,15000,2026-01-05 03:21:11
501698,301836,25000,2026-01-05 02:47:08
501699,301837,45000,2026-01-05 03:16:08
501700,301838,16000,2026-01-05 03:16:08
501701,301840,36000,2026-01-05 03:29:11
501702,301841,34000,2026-01-05 03:12:11
501703,301842,37000,2026-01-05 02:46:11
501704,301843,31000,2026-01-05 02:59:08
501705,301844,32000,2026-01-05 03:42:08
501706,301845,27000,2026-01-05 03:23:08
501707,301846,24000,2026-01-05 03:11:08
501708,301847,26000,2026-01-05 03:15:44
501709,301848,43000,2026-01-05 03:38:44
501710,301849,49000,2026-01-05 03:39:44
501711,301850,47000,2026-01-05 03:47:30
501712,301852,40000,2026-01-05 03:58:45
501713,301853,25000,2026-01-05 03:13:45
501714,301855,29000,2026-01-05 04:11:44
501715,301856,37000,2026-01-05 03:39:44
501716,301857,28000,2026-01-05 03:55:44
501717,301858,14000,2026-01-05 04:30:16
501718,301859,44000,2026-01-05 04:21:16
501719,301860,44000,2026-01-05 04:29:16
501720,301861,45000,2026-01-05 04:01:16
501721,301862,36000,2026-01-05 04:07:16
501722,301863,35000,2026-01-05 04:45:26
501723,301864,49000,2026-01-05 04:31:26
501724,301865,47000,2026-01-05 04:08:26
501725,301866,15000,2026-01-05 04:28:49
501726,301867,13000,2026-01-05 04:03:49
501727,301868,21000,2026-01-05 04:08:49
501728,301869,25000,2026-01-05 04:41:49
501729,301871,24000,2026-01-05 04:50:10
501730,301872,35000,2026-01-05 04:26:10
501731,301873,26000,2026-01-05 04:44:00
501732,301874,10000,2026-01-05 04:24:00
501733,301875,29000,2026-01-05 05:15:00
501734,301876,26000,2026-01-05 04:35:00
501735,301877,27000,2026-01-05 05:08:00
501736,301878,26000,2026-01-05 04:39:23
501737,301879,30000,2026-01-05 04:52:23
501738,301880,31000,2026-01-05 05:04:23
501739,301881,29000,2026-01-05 05:30:23
501740,301882,42000,2026-01-05 05:32:23
501741,301883,35000,2026-01-05 04:58:49
501742,301884,36000,2026-01-05 04:52:49
501743,301885,50000,2026-01-05 04:59:49
501744,301886,37000,2026-01-05 05:15:59
501745,301887,28000,2026-01-05 04:51:59
501746,301889,34000,2026-01-05 04:49:02
501747,301890,16000,2026-01-05 05:13:02
501748,301891,26000,2026-01-05 05:36:02
501749,301892,10000,2026-01-05 05:35:02
501750,301893,35000,2026-01-05 05:42:22
501751,301894,22000,2026-01-05 05:55:22
501752,301895,27000,2026-01-05 06:03:53
501753,301896,26000,2026-01-05 06:25:53
501754,301897,19000,2026-01-05 05:54:53
501755,301898,43000,2026-01-05 05:28:53
501756,301899,34000,2026-01-05 06:34:36
501757,301900,32000,2026-01-05 06:25:36
501758,301901,42000,2026-01-05 05:35:36
501759,301902,24000,2026-01-05 06:05:36
501760,301903,37000,2026-01-05 05:43:51
501761,301904,39000,2026-01-05 06:07:51
501762,301905,14000,2026-01-05 06:00:51
501763,301906,38000,2026-01-05 06:13:51
501764,301907,38000,2026-01-05 06:06:49
501765,301909,20000,2026-01-05 06:28:49
501766,301910,45000,2026-01-05 06:36:49
501767,301911,40000,2026-01-05 06:00:49
501768,301912,34000,2026-01-05 06:20:04
501769,301913,50000,2026-01-05 06:20:04
501770,301914,19000,2026-01-05 06:39:00
501771,301915,24000,2026-01-05 06:42:00
501772,301916,50000,2026-01-05 07:10:00
501773,301917,37000,2026-01-05 06:30:59
501774,301920,33000,2026-01-05 07:07:59
501775,301921,38000,2026-01-05 06:57:59
501776,301922,30000,2026-01-05 06:55:43
501777,301923,39000,2026-01-05 07:05:43
501778,301924,43000,2026-01-05 07:16:15
501779,301925,48000,2026-01-05 06:53:15
501780,301926,47000,2026-01-05 07:25:15
501781,301927,38000,2026-01-05 07:17:15
501782,301928,15000,2026-01-05 07:22:15
501783,301929,45000,2026-01-05 07:23:48
501784,301930,25000,2026-01-05 07:07:48
501785,301931,45000,2026-01-05 07:10:48
501786,301932,46000,2026-01-05 06:54:48
501787,301934,17000,2026-01-05 07:12:56
501788,301935,11000,2026-01-05 06:50:56
501789,301936,34000,2026-01-05 07:06:56
501790,301937,28000,2026-01-05 07:34:08
501791,301938,13000,2026-01-05 07:51:08
501792,301939,30000,2026-01-05 08:06:08
501793,301940,42000,2026-01-05 08:02:08
501794,301941,45000,2026-01-05 07:50:08
501795,301942,16000,2026-01-05 07:29:49
501796,301943,39000,2026-01-05 07:59:49
501797,301944,33000,2026-01-05 07:58:49
501798,301945,47000,2026-01-05 07:53:49
501799,301946,34000,2026-01-05 07:56:13
501800,301947,35000,2026-01-05 08:07:13
501801,301948,24000,2026-01-05 07:36:13
501802,301949,16000,2026-01-05 07:51:13
501803,301950,10000,2026-01-05 08:08:17
501804,301951,36000,2026-01-05 08:14:17
501805,301952,44000,2026-01-05 08:24:17
501806,301953,34000,2026-01-05 08:09:17
501807,301954,50000,2026-01-05 08:28:48
501808,301955,41000,2026-01-05 08:47:48
501809,301956,47000,2026-01-05 08:14:48
501810,301957,11000,2026-01-05 08:42:36
501811,301958,18000,2026-01-05 08:15:36
501812,301959,21000,2026-01-05 08:46:24
501813,301960,10000,2026-01-05 09:01:24
501814,301963,39000,2026-01-05 08:30:24
501815,301964,14000,2026-01-05 08:17:08
501816,301965,45000,2026-01-05 08:35:08
501817,301966,35000,2026-01-05 08:32:08
501818,301967,42000,2026-01-05 09:03:36
501819,301968,26000,2026-01-05 09:24:36
501820,301969,16000,2026-01-05 09:12:36
501821,301970,42000,2026-01-05 08:47:40
501822,301971,33000,2026-01-05 09:01:40
501823,301972,13000,2026-01-05 08:30:40
501824,301973,31000,2026-01-05 09:14:40
501825,301974,40000,2026-01-05 09:14:59
501826,301975,30000,2026-01-05 09:41:59
501827,301976,15000,2026-01-05 09:08:59
501828,301977,43000,2026-01-05 09:13:59
501829,301978,25000,2026-01-05 08:55:59
501830,301979,33000,2026-01-05 09:03:38
501831,301980,45000,2026-01-05 09:38:38
501832,301981,49000,2026-01-05 09:07:47
501833,301982,15000,2026-01-05 09:19:47
501834,301983,38000,2026-01-05 09:35:40
501835,301984,12000,2026-01-05 09:36:40
501836,301985,15000,2026-01-05 09:56:20
501837,301986,30000,2026-01-05 10:22:20
501838,301987,46000,2026-01-05 09:53:20
501839,301988,23000,2026-01-05 10:29:20
501840,301989,17000,2026-01-05 10:07:23
501841,301990,42000,2026-01-05 09:54:23
501842,301992,32000,2026-01-05 10:29:42
501843,301993,21000,2026-01-05 09:47:42
501844,301994,33000,2026-01-05 10:37:56
501845,301995,25000,2026-01-05 10:33:56
501846,301996,13000,2026-01-05 10:27:56
501847,301997,24000,2026-01-05 10:58:09
501848,301999,30000,2026-01-05 10:52:09
501849,302000,50000,2026-01-05 11:15:09
501850,302001,13000,2026-01-05 10:34:09
501851,302002,49000,2026-01-05 10:41:08
501852,302003,20000,2026-01-05 10:31:08
501853,302004,48000,2026-01-05 10:08:08
501854,302005,30000,2026-01-05 10:36:08
501855,302006,11000,2026-01-05 10:57:08
501856,302007,39000,2026-01-05 11:08:55
501857,302008,11000,2026-01-05 10:44:55
501858,302009,34000,2026-01-05 10:33:55
501859,302010,33000,2026-01-05 10:59:40
501860,302011,15000,2026-01-05 11:17:40
501861,302012,18000,2026-01-05 10:39:40
501862,302013,36000,2026-01-05 11:51:51
501863,302014,30000,2026-01-05 10:45:51
501864,302015,21000,2026-01-05 11:27:51
501865,302017,41000,2026-01-05 11:18:00
501866,302018,18000,2026-01-05 11:42:00
501867,302019,47000,2026-01-05 11:40:00
501868,302020,14000,2026-01-05 10:56:00
501869,302021,10000,2026-01-05 11:18:30
501870,302022,27000,2026-01-05 11:18:30
501871,302023,37000,2026-01-05 11:04:30
501872,302024,28000,2026-01-05 11:24:30
501873,302025,31000,2026-01-05 12:05:26
501874,302026,32000,2026-01-05 11:45:26
501875,302027,34000,2026-01-05 11:31:05
501876,302028,46000,2026-01-05 12:07:05
501877,302029,37000,2026-01-05 12:26:05
501878,302030,38000,2026-01-05 11:58:05
501879,302031,23000,2026-01-05 12:36:26
501880,302032,47000,2026-01-05 12:19:26
501881,302034,20000,2026-01-05 11:59:26
501882,302035,32000,2026-01-05 12:39:26
501883,302036,35000,2026-01-05 12:15:31
501884,302037,21000,2026-01-05 12:21:31
501885,302038,19000,2026-01-05 12:08:31
501886,302039,12000,2026-01-05 12:47:08
501887,302040,12000,2026-01-05 12:21:08
501888,302041,45000,2026-01-05 12:29:08
501889,302042,17000,2026-01-05 11:55:08
501890,302043,28000,2026-01-05 12:39:13
501891,302044,39000,2026-01-05 12:46:13
501892,302045,44000,2026-01-05 12:41:13
501893,302046,37000,2026-01-05 12:43:53
501894,302047,25000,2026-01-05 12:58:53
501895,302048,10000,2026-01-05 13:15:53
501896,302049,11000,2026-01-05 13:14:12
501897,302050,17000,2026-01-05 12:35:12
501898,302051,45000,2026-01-05 12:23:12
501899,302052,16000,2026-01-05 13:02:12
501900,302053,17000,2026-01-05 13:15:28
501901,302054,33000,2026-01-05 13:02:28
501902,302055,33000,2026-01-05 13:14:19
501903,302056,30000,2026-01-05 13:30:19
501904,302057,43000,2026-01-05 13:05:12
